Registered_Email,Acc_Act_Link,ActivationCode,UserID
iOS_94464446591685716477961@grr.la,https://site-stage.artbasel.com/access?action=activate&code=zwerYq&userId=b6b10394-5201-ee11-8f6e-000d3ad985cf&extraAction=&redirect=,zwerYq,b6b10394-5201-ee11-8f6e-000d3ad985cf
iOS_64838686101685716489337@grr.la,https://site-stage.artbasel.com/access?action=activate&code=sPqGbx&userId=50f2e795-5201-ee11-8f6e-000d3ad9868c&extraAction=&redirect=,sPqGbx,50f2e795-5201-ee11-8f6e-000d3ad9868c
iOS_29436136181685716498684@grr.la,https://site-stage.artbasel.com/access?action=activate&code=HQPVKs&userId=c79e019c-5201-ee11-8f6e-000d3ad9868c&extraAction=&redirect=,HQPVKs,c79e019c-5201-ee11-8f6e-000d3ad9868c
iOS_86050670311685716508131@grr.la,https://site-stage.artbasel.com/access?action=activate&code=LDiVhV&userId=6e0007a6-5201-ee11-8f6e-000d3ad985cf&extraAction=&redirect=,LDiVhV,6e0007a6-5201-ee11-8f6e-000d3ad985cf
iOS_43446544051685716517550@grr.la,https://site-stage.artbasel.com/access?action=activate&code=Vg2KTf&userId=291feaa6-5201-ee11-8f6e-000d3ad98f71&extraAction=&redirect=,Vg2KTf,291feaa6-5201-ee11-8f6e-000d3ad98f71
iOS_79027312691685716526707@grr.la,https://site-stage.artbasel.com/access?action=activate&code=c38SY7&userId=dcd81bac-5201-ee11-8f6e-000d3ad985cf&extraAction=&redirect=,c38SY7,dcd81bac-5201-ee11-8f6e-000d3ad985cf
iOS_17502935261685716536226@grr.la,https://site-stage.artbasel.com/access?action=activate&code=LhdXay&userId=f487acb3-5201-ee11-8f6e-000d3a6554c1&extraAction=&redirect=,LhdXay,f487acb3-5201-ee11-8f6e-000d3a6554c1
iOS_21431592351685716561166@grr.la,https://site-stage.artbasel.com/access?action=activate&code=Sar4kw&userId=843bf9c2-5201-ee11-8f6e-000d3ad9868c&extraAction=&redirect=,Sar4kw,843bf9c2-5201-ee11-8f6e-000d3ad9868c
iOS_20330354321685716590757@grr.la,https://site-stage.artbasel.com/access?action=activate&code=2CF3RT&userId=d07cb8d2-5201-ee11-8f6e-000d3a6554c1&extraAction=&redirect=,2CF3RT,d07cb8d2-5201-ee11-8f6e-000d3a6554c1
iOS_28725117941685716595783@grr.la,https://site-stage.artbasel.com/access?action=activate&code=TweftT&userId=b30a9bd6-5201-ee11-8f6e-000d3ad985cf&extraAction=&redirect=,TweftT,b30a9bd6-5201-ee11-8f6e-000d3ad985cf
iOS_22568586541685716609197@grr.la,https://site-stage.artbasel.com/access?action=activate&code=66g5rA&userId=97bb16df-5201-ee11-8f6e-000d3a6554c1&extraAction=&redirect=,66g5rA,97bb16df-5201-ee11-8f6e-000d3a6554c1
